act,prompt,clean_prompt,clean_act,interaction_type,word_count,avg_word_length,technical_term_ratio,analysis_score,teaching_score,guidance_score,creation_score,programming_score,web_score,system_score,tools_score,analysis_pattern_score,analysis_verb_score,data_term_score,quality_term_score,context_term_score,data_analysis_score,performance_analysis_score,quality_analysis_score,security_analysis_score,scaled_word_count,scaled_avg_word_length,scaled_technical_term_ratio,scaled_analysis_score,scaled_teaching_score,scaled_guidance_score,scaled_creation_score,scaled_analysis_pattern_score,scaled_analysis_verb_score,scaled_data_term_score,scaled_quality_term_score,scaled_context_term_score,scaled_data_analysis_score,scaled_performance_analysis_score,scaled_quality_analysis_score,scaled_security_analysis_score,scaled_programming_score,scaled_web_score,scaled_system_score,scaled_tools_score,tfidf_act,tfidf_advice,tfidf_answer,tfidf_ask,tfidf_audience,tfidf_based,tfidf_best,tfidf_character,tfidf_code,tfidf_come,tfidf_command,tfidf_commands,tfidf_concepts,tfidf_create,tfidf_creating,tfidf_creative,tfidf_curly,tfidf_dan,tfidf_data,tfidf_design,tfidf_detailed,tfidf_details,tfidf_develop,tfidf_development,tfidf_different,tfidf_end,tfidf_engaging,tfidf_english,tfidf_example,tfidf_examples,tfidf_explain,tfidf_explanations,tfidf_game,tfidf_generate,tfidf_generator,tfidf_given,tfidf_help,tfidf_ideas,tfidf_include,tfidf_information,tfidf_input,tfidf_inside,tfidf_job,tfidf_just,tfidf_key,tfidf_knowledge,tfidf_language,tfidf_like,tfidf_list,tfidf_ll,tfidf_make,tfidf_need,tfidf_new,tfidf_order,tfidf_output,tfidf_people,tfidf_plan,tfidf_problem,tfidf_project,tfidf_prompt,tfidf_provide,tfidf_providing,tfidf_question,tfidf_questions,tfidf_related,tfidf_reply,tfidf_request,tfidf_role,tfidf_sentence,tfidf_sentences,tfidf_software,tfidf_specific,tfidf_step,tfidf_steps,tfidf_strategies,tfidf_suggest,tfidf_suggestion,tfidf_sure,tfidf_table,tfidf_task,tfidf_techniques,tfidf_tell,tfidf_terminal,tfidf_text,tfidf_time,tfidf_topic,tfidf_topics,tfidf_type,tfidf_understand,tfidf_understanding,tfidf_use,tfidf_user,tfidf_using,tfidf_various,tfidf_want,tfidf_word,tfidf_words,tfidf_work,tfidf_world,tfidf_write
Midjourney Prompt Generator,"I want you to act as a prompt generator for Midjourney's artificial intelligence program. Your job is to provide detailed and creative descriptions that will inspire unique and interesting images from the AI. Keep in mind that the AI is capable of understanding a wide range of language and can interpret abstract concepts, so feel free to be as imaginative and descriptive as possible. For example, you could describe a scene from a futuristic city, or a surreal landscape filled with strange creatures. The more detailed and imaginative your description, the more interesting the resulting image will be. Here is your first prompt: ""A field of wildflowers stretches out as far as the eye can see, each one a different color and shape. In the distance, a massive tree towers over the landscape, its branches reaching up to the sky like tentacles.""","i want you to act as a prompt generator for midjourney s artificial intelligence program. your job is to provide detailed and creative descriptions that will inspire unique and interesting images from the ai. keep in mind that the ai is capable of understanding a wide range of language and can interpret abstract concepts, so feel free to be as imaginative and descriptive as possible. for example, you could describe a scene from a futuristic city, or a surreal landscape filled with strange creatures. the more detailed and imaginative your description, the more interesting the resulting image will be. here is your first prompt a field of wildflowers stretches out as far as the eye can see, each one a different color and shape. in the distance, a massive tree towers over the landscape, its branches reaching up to the sky like tentacles.",midjourney prompt generator,teaching,143,4.916083916083916,0.006993006993006993,0.0,0.02097902097902098,0.0,0.006993006993006993,0.0,0.006993006993006993,0.0,0.0,0.0,0.04195804195804196,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,1.6948616889890988,0.2035349500256615,-0.10901870557969415,-0.4024935677583476,1.0489331307412701,-0.9169967303879679,-0.6321769924305811,-0.17613246131637614,0.04708479141148197,-0.39493433310777953,-0.17747431661989635,1.2832050422843142,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,0.7150551400584274,-0.28700616489584174,-0.22059509642380706,0.07736353004299673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24617004193906164,0.0,0.0,0.24617004193906164,0.0,0.0,0.0,0.0,0.5128075949742413,0.0,0.0,0.0,0.2332804121806931,0.0,0.0,0.0,0.24158974309025136,0.0,0.0,0.0,0.0,0.0,0.2510899220980945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21925202377465178,0.0,0.0,0.0,0.2103871414942584,0.18346912332984852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47461031931733655,0.11766586478831846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2510899220980945,0.0,0.0,0.0,0.0,0.07662175694725476,0.0,0.0,0.0,0.0,0.0
Fullstack Software Developer,"I want you to act as a software developer. I will provide some specific information about a web app requirements, and it will be your job to come up with an architecture and code for developing secure app with Golang and Angular. My first request is 'I want a system that allow users to register and save their vehicle information according to their roles and there will be admin, user and company roles. I want the system to use JWT for security'","i want you to act as a software developer. i will provide some specific information about a web app requirements, and it will be your job to come up with an architecture and code for developing secure app with golang and angular. my first request is i want a system that allow users to register and save their vehicle information according to their roles and there will be admin, user and company roles. i want the system to use jwt for security",fullstack software developer,creation,82,4.439024390243903,0.036585365853658534,0.0,0.0,0.0,0.024390243902439025,0.012195121951219513,0.0,0.024390243902439025,0.0,0.0,0.04878048780487805,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,-0.028797506362051552,-0.6074963944025944,2.309394855224,-0.4024935677583476,-0.6140942051799592,-0.9169967303879679,0.6362109967620299,-0.17613246131637614,0.3739924743802385,2.558370442688896,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,5.0729104133574285,1.2767930717374079,-0.4271811959446027,4.7310545556381385,-0.22059509642380706,0.0975819643563273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2653703952096324,0.2689342545714881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5378685091429762,0.0,0.0,0.2765520544000495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14841704117364696,0.0,0.0,0.0,0.0,0.0,0.14841704117364696,0.0,0.0,0.0,0.31050491419849136,0.31671057169691885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2185092572009402,0.3306993559397604,0.0,0.0,0.28993900166618736,0.0,0.0,0.0,0.0,0.0
Mathematician,"I want you to act like a mathematician. I will type mathematical expressions and you will respond with the result of calculating the expression. I want you to answer only with the final amount and nothing else. Do not write explanations. When I need to tell you something in English, I'll do it by putting the text inside square brackets {like this}. My first expression is: 4+5","i want you to act like a mathematician. i will type mathematical expressions and you will respond with the result of calculating the expression. i want you to answer only with the final amount and nothing else. do not write explanations. when i need to tell you something in english, i ll do it by putting the text inside square brackets like this . my first expression is",mathematician,creation,68,4.485294117647059,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42439142004920083,-0.5288349335376554,-0.6805170110145728,-0.4024935677583476,-0.6140942051799592,-0.9169967303879679,-0.06985100241223069,-0.17613246131637614,0.15056549546887152,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.09933001737852766,0.0,0.2737518593366499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2900370472386196,0.0,0.0,0.0,0.204218910872483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3160672028575999,0.0,0.0,0.0,0.0,0.0,0.4711261546273456,0.0,0.35372819301954556,0.0,0.17187193153274682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666445683136485,0.0,0.2900370472386196,0.0,0.0,0.0,0.2900370472386196,0.0,0.0,0.0,0.0,0.0,0.0,0.19675525263426374,0.0,0.0,0.0,0.0,0.18652012318911215
Regex Generator,I want you to act as a regex generator. Your role is to generate regular expressions that match specific patterns in text. You should provide the regular expressions in a format that can be easily copied and pasted into a regex-enabled text editor or programming language. Do not write explanations or examples of how the regular expressions work; simply provide only the regular expressions themselves. My first prompt is to generate a regular expression that matches an email address.,i want you to act as a regex generator. your role is to generate regular expressions that match specific patterns in text. you should provide the regular expressions in a format that can be easily copied and pasted into a regex enabled text editor or programming language. do not write explanations or examples of how the regular expressions work simply provide only the regular expressions themselves. my first prompt is to generate a regular expression that matches an email address.,regex generator,creation,80,5.075,0.0,0.0,0.0125,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08531092260307288,0.47370233629216846,-0.6805170110145728,-0.4024935677583476,0.37679291580644,-0.9169967303879679,1.5920097400886675,-0.17613246131637614,-0.16652894767841506,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.07820399054821985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25381770820953115,0.0,0.1607845664093464,0.0,0.5076354164190623,0.25381770820953115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2126727414808986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23988319111958958,0.2378883221238628,0.0,0.0,0.0,0.0,0.0,0.0,0.24884437954625088,0.0,0.0,0.0,0.25381770820953115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4567009067248149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07745415899146321,0.0,0.0,0.2442143213304313,0.0,0.14685004931940487
Time Travel Guide,"I want you to act as my time travel guide. I will provide you with the historical period or future time I want to visit and you will suggest the best events, sights, or people to experience. Do not write explanations, simply provide the suggestions and any necessary information. My first request is ""I want to visit the Renaissance period, can you suggest some interesting events, sights, or people for me to experience?""","i want you to act as my time travel guide. i will provide you with the historical period or future time i want to visit and you will suggest the best events, sights, or people to experience. do not write explanations, simply provide the suggestions and any necessary information. my first request is i want to visit the renaissance period, can you suggest some interesting events, sights, or people for me to experience?",time travel guide,teaching,73,4.767123287671233,0.0136986301369863,0.0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0,0.0,0.0410958904109589,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,-0.2831078794466475,-0.04970753269321682,0.438993368124984,-0.4024935677583476,0.47180948905171105,0.06367963674670343,-0.1432871819306089,-0.17613246131637614,0.005773512296594384,1.2637710889150107,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,1.810350256773662,-0.28700616489584174,-0.22059509642380706,0.08280597296389589,0.0,0.0,0.0,0.0,0.0,0.2585853272668347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17024607524209168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2282118705029755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46935234581133944,0.0,0.0,0.0,0.0,0.25188706908849084,0.0,0.0,0.0,0.0,0.0,0.12594353454424542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45037531097256206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507998655799898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24603605073453855,0.0,0.0,0.0,0.0,0.15549156927217975
Dream Interpreter,"I want you to act as a dream interpreter. I will give you descriptions of my dreams, and you will provide interpretations based on the symbols and themes present in the dream. Do not provide personal opinions or assumptions about the dreamer. Provide only factual interpretations based on the information given. My first dream is about being chased by a giant spider.","i want you to act as a dream interpreter. i will give you descriptions of my dreams, and you will provide interpretations based on the symbols and themes present in the dream. do not provide personal opinions or assumptions about the dreamer. provide only factual interpretations based on the information given. my first dream is about being chased by a giant spider.",dream interpreter,analysis,62,4.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04838709677419355,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,-0.5939316687722648,0.23651609941906782,-0.6805170110145728,-0.4024935677583476,-0.6140942051799592,-0.9169967303879679,-1.1420192233805522,-0.17613246131637614,0.3551425555638948,1.5580575347577637,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.11907339464385458,0.0,0.0,0.0,0.0,0.656328550856135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3718407213955336,0.0,0.0,0.0,0.3281642754280675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5433131326710265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11793170112862346,0.0,0.0,0.0,0.0,0.0
Talent Coach,"I want you to act as a Talent Coach for interviews. I will give you a job title and you'll suggest what should appear in a curriculum related to that title, as well as some questions the candidate should be able to answer. My first job title is ""Software Engineer"".","i want you to act as a talent coach for interviews. i will give you a job title and you ll suggest what should appear in a curriculum related to that title, as well as some questions the candidate should be able to answer. my first job title is software engineer .",talent coach,guidance,52,4.096153846153846,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8764987499773714,-1.1903979890171483,-0.6805170110145728,-0.4024935677583476,-0.6140942051799592,1.8364407619516865,-1.1420192233805522,-0.17613246131637614,1.7224866666263596,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.10675518076430425,0.0,0.2942154848989883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6050987957243897,0.0,0.0,0.0,0.0,0.0,0.0,0.3801702464555839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30254939786219487,0.29828770518129044,0.0,0.0,0.0,0.0,0.0,0.3396940045439389,0.0,0.0,0.0,0.0,0.2903166040668277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10573159612593498,0.0,0.0,0.0,0.0,0.0
R programming Interpreter,"I want you to act as a R interpreter. I'll type commands and you'll reply with what the terminal should show. I want you to only reply with the terminal output inside one unique code block, and nothing else. Do not write explanations. Do not type commands unless I instruct you to do so. When I need to tell you something in english, I will do so by putting text inside curly brackets {like this}. My first command is ""sample(x = 1:10, size  = 5)""","i want you to act as a r interpreter. i ll type commands and you ll reply with what the terminal should show. i want you to only reply with the terminal output inside one unique code block, and nothing else. do not write explanations. do not type commands unless i instruct you to do so. when i need to tell you something in english, i will do so by putting text inside curly brackets like this . my first command is sample x  , size",r programming interpreter,creation,86,4.034883720930233,0.011627906976744186,0.0,0.011627906976744186,0.0,0.023255813953488372,0.011627906976744186,0.0,0.0,0.0,0.0,0.03488372093023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0842293261199911,-1.294561074212641,0.2697650549992371,-0.4024935677583476,0.30766125620273765,-0.9169967303879679,0.5535026144298166,-0.17613246131637614,-0.2918918670622259,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,1.1939684739103875,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.055155581883822025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14999348147041108,0.0,0.18691892016908318,0.3656012242399998,0.0,0.0,0.0,0.0,0.17901213596105306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16105063233150882,0.0,0.0,0.0,0.11339787466187544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3510091097954733,0.0,0.0,0.0,0.0,0.0,0.1308025402841419,0.0,0.39283360316663907,0.0,0.09543637103233119,0.0,0.0,0.18691892016908318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24260931773981106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1480613485191944,0.4039831066125381,0.16105063233150882,0.0,0.0,0.0,0.32210126466301764,0.0,0.0,0.0,0.0,0.0,0.0,0.1092534838324427,0.0,0.0,0.0,0.0,0.1035701613575026
StackOverflow Post,"I want you to act as a stackoverflow post. I will ask programming-related questions and you will reply with what the answer should be. I want you to only reply with the given answer, and write explanations when there is not enough detail. do not write explanations. When I need to tell you something in English, I will do so by putting text inside curly brackets {like this}. My first question is ""How do I read the body of an http.Request to a string in Golang""","i want you to act as a stackoverflow post. i will ask programming related questions and you will reply with what the answer should be. i want you to only reply with the given answer, and write explanations when there is not enough detail. do not write explanations. when i need to tell you something in english, i will do so by putting text inside curly brackets like this . my first question is how do i read the body of an to a string in golang",stackoverflow post,creation,87,4.137931034482759,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11248603424050176,-1.1193741285100767,-0.6805170110145728,-0.4024935677583476,-0.6140942051799592,-0.9169967303879679,0.5340138576733756,-0.17613246131637614,1.3411883088188354,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.07423114489149797,0.0,0.4091595767530518,0.2045797883765259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24092349945380812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21675000816144369,0.0,0.0,0.0,0.30523307984110415,0.0,0.0,0.0,0.23180797481274748,0.0,0.0,0.0,0.0,0.0,0.2362028211609355,0.0,0.0,0.0,0.0,0.0,0.17604061073021002,0.0,0.0,0.0,0.12844304862818762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2238350818183868,0.2103746912211078,0.20741136593221438,0.3265157723311727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1992683793620289,0.0,0.21675000816144369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14703881114607142,0.0,0.0,0.0,0.0,0.2787798221532188
Emoji Translator,"I want you to translate the sentences I wrote into emojis. I will write the sentence, and you will express it with emojis. I just want you to express it with emojis. I don't want you to reply with anything but emoji. When I need to tell you something in English, I will do it by wrapping it in curly brackets like {like this}. My first sentence is ""Hello, what is your profession?""","i want you to translate the sentences i wrote into emojis. i will write the sentence, and you will express it with emojis. i just want you to express it with emojis. i don t want you to reply with anything but emoji. when i need to tell you something in english, i will do it by wrapping it in curly brackets like like this . my first sentence is hello, what is your profession?",emoji translator,creation,75,4.053333333333334,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22659446320562618,-1.2631955670987858,-0.6805170110145728,-0.4024935677583476,-0.6140942051799592,-0.9169967303879679,-0.16992003636927394,-0.17613246131637614,1.231035449896662,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28808107434624863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25917594322374804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2824363859811168,0.0,0.0,0.0,0.4209964439558704,0.0,0.0,0.0,0.1535840693207683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19521344886946967,0.0,0.0,0.5352956518796083,0.3008053227724494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23827251779088235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2637295580231072,0.0,0.0,0.0,0.0,0.1666736346890755
PHP Interpreter,"I want you to act like a php interpreter. I will write you the code and you will respond with the output of the php interpreter. I want you to only reply with the terminal output inside one unique code block, and nothing else. do not write explanations. Do not type commands unless I instruct you to do so. When i need to tell you something in english, i will do so by putting text inside curly brackets {like this}. My first command is ""<?php echo 'Current PHP version: ' . phpversion();""","i want you to act like a php interpreter. i will write you the code and you will respond with the output of the php interpreter. i want you to only reply with the terminal output inside one unique code block, and nothing else. do not write explanations. do not type commands unless i instruct you to do so. when i need to tell you something in english, i will do so by putting text inside curly brackets like this . my first command is ?php echo current php version . phpversion",php interpreter,creation,92,4.206521739130435,0.010869565217391304,0.0,0.0,0.0,0.021739130434782608,0.010869565217391304,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25376957484305507,-1.0027655956278685,0.20779013765051035,-0.4024935677583476,-0.6140942051799592,-0.9169967303879679,0.44292510326827084,-0.17613246131637614,0.11992835120343302,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,1.083235587685132,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.06339747782688132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3448140003572809,0.0,0.21485020540269004,0.2101164987802855,0.0,0.0,0.0,0.0,0.20576191081146653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18511642056008945,0.0,0.0,0.0,0.13034291360817646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4034603841577645,0.0,0.0,0.0,0.0,0.0,0.30069671515136237,0.0,0.0,0.0,0.10969742335679933,0.0,0.0,0.4297004108053801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13943120819939991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17018614869362916,0.23217514138324474,0.18511642056008945,0.0,0.0,0.0,0.18511642056008945,0.0,0.0,0.0,0.0,0.0,0.0,0.1255792266568117,0.0,0.0,0.0,0.0,0.23809329115661915
Emergency Response Professional,"I want you to act as my first aid traffic or house accident emergency response crisis professional. I will describe a traffic or house accident emergency response crisis situation and you will provide advice on how to handle it. You should only reply with your advice, and nothing else. Do not write explanations. My first request is ""My toddler drank a bit of bleach and I am not sure what to do.""","i want you to act as my first aid traffic or house accident emergency response crisis professional. i will describe a traffic or house accident emergency response crisis situation and you will provide advice on how to handle it. you should only reply with your advice, and nothing else. do not write explanations. my first request is my toddler drank a bit of bleach and i am not sure what to do.",emergency response professional,guidance,72,4.513888888888889,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,-0.3113645875671582,-0.4802220152167296,-0.6805170110145728,-0.4024935677583476,-0.6140942051799592,0.07730014184579609,-0.12941590357713748,-0.17613246131637614,0.6986299651061563,-0.39493433310777953,-0.17747431661989635,2.8708385048097247,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.13274884492831351,0.6951760422135284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27292680748791154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20190401897973345,0.0,0.0,0.0,0.0,0.2919569116924924,0.20190401897973345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422405605137238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13147602915059603,0.0,0.0,0.0,0.0,0.24927339753585773
